"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","263","disables any available button toggles if the user lacks the permission","EarlyAccessFeatures","Tue Dec 23 01:00:41 UTC 2025","passed","Tue Dec 23 01:00:42 UTC 2025","","","",""
"Test cases for TestContextMiddleware_InvalidWait","0","TestContextMiddleware_InvalidWait","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestContextMiddleware_InvalidWait","TestContextMiddleware_InvalidWait"
"","222","should render a nav element with logo, two lists, a version number and a powered by","MainNav","Tue Dec 23 00:56:34 UTC 2025","passed","Tue Dec 23 00:56:34 UTC 2025","","","",""
"","892","handles rule selection","Details","Tue Dec 23 00:57:04 UTC 2025","passed","Tue Dec 23 00:57:05 UTC 2025","","","",""
"","204","closes","ListItemActionMenu","Tue Dec 23 00:58:27 UTC 2025","passed","Tue Dec 23 00:58:27 UTC 2025","","","",""
"","0","returns a function that does not update searchParams if a key is not found in the updatedParams","searchParams","Tue Dec 23 00:58:27 UTC 2025","passed","Tue Dec 23 00:58:27 UTC 2025","","setSingleParamFactory","",""
"","894","renders a table if the query has NO node edges","GraphView","Tue Dec 23 01:00:44 UTC 2025","passed","Tue Dec 23 01:00:45 UTC 2025","","","",""
"","638","renders the node in the entity panel when member is clicked","GroupManagement","Tue Dec 23 01:00:37 UTC 2025","passed","Tue Dec 23 01:00:38 UTC 2025","","","",""
"Test cases for TestTimeIsZero","0","TestTimeIsZero","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeIsZero","TestTimeIsZero"
"Test cases for TestManagementResource_OIDCCallbackHandler","6","TestManagementResource_OIDCCallbackHandler","","Tue Dec 23 00:55:29 UTC 2025","passed","Tue Dec 23 00:55:29 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_OIDCCallbackHandler","TestManagementResource_OIDCCallbackHandler"
"","189","Selecting an edge that meets ACL inheritance criteria shows the ""ACE Inherited From"" dropdown","EdgeInfoContent","Tue Dec 23 00:56:15 UTC 2025","passed","Tue Dec 23 00:56:15 UTC 2025","","","",""
"","896","dark mode should persist between logging in and out","redux store","Tue Dec 23 01:00:59 UTC 2025","passed","Tue Dec 23 01:00:59 UTC 2025","","","",""
"","1732","should add an option and display the changelog when it is clicked","AssetGroupEdit","Tue Dec 23 00:58:21 UTC 2025","passed","Tue Dec 23 00:58:23 UTC 2025","","","",""
"Test cases for TestUnmarshalInt64","0","TestUnmarshalInt64","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestUnmarshalInt64","TestUnmarshalInt64"
"Test cases for Test_formatSearchResults_limit","0","Test_formatSearchResults_limit","","Tue Dec 23 00:55:02 UTC 2025","passed","Tue Dec 23 00:55:02 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_formatSearchResults_limit","Test_formatSearchResults_limit"
"","2","returns undefined if graphData is undefined","normalizeGraphDataForSigma","Tue Dec 23 01:01:00 UTC 2025","passed","Tue Dec 23 01:01:00 UTC 2025","","","",""
"","378","should display CreateUserTokenDialog","UserTokenManagementDialog","Tue Dec 23 00:58:32 UTC 2025","passed","Tue Dec 23 00:58:33 UTC 2025","","when user clicks ""Create Token"" button","",""
"Test cases for TestParseGroupMiscData","1","TestParseGroupMiscData","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestParseGroupMiscData","TestParseGroupMiscData"
"","0","should return false when there is no match","OperationsFilterPlugin","Tue Dec 23 00:59:58 UTC 2025","passed","Tue Dec 23 00:59:58 UTC 2025","","","",""
"Test cases for TestBoolValueOrZero","0","TestBoolValueOrZero","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolValueOrZero","TestBoolValueOrZero"
"","7","does not return when label limit is not reached","useTagLimits","Tue Dec 23 00:56:18 UTC 2025","passed","Tue Dec 23 00:56:18 UTC 2025","","","",""
"","88","should on clicking remove call clearSelectedItem","EntityInfoHeader","Tue Dec 23 00:58:40 UTC 2025","passed","Tue Dec 23 00:58:40 UTC 2025","","","",""
"","100","renders with a selected icon","Glyph Select Dialog","Tue Dec 23 00:59:27 UTC 2025","passed","Tue Dec 23 00:59:27 UTC 2025","","","",""
"Test cases for TestResources_ListADUserSQLAdminRights","0","TestResources_ListADUserSQLAdminRights","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSQLAdminRights","TestResources_ListADUserSQLAdminRights"
"Test cases for TestResources_GetUserEntityInfo","0","TestResources_GetUserEntityInfo","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetUserEntityInfo","TestResources_GetUserEntityInfo"
"Test cases for TestResources_ListADOUContainedGroups","0","TestResources_ListADOUContainedGroups","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedGroups","TestResources_ListADOUContainedGroups"
"Test cases for Test_GetAssetGroupMembersByTag","0","Test_GetAssetGroupMembersByTag","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_GetAssetGroupMembersByTag","Test_GetAssetGroupMembersByTag"
"","0","should appropriately handle edges that contain underscores","getEdgeDataFromKey","Tue Dec 23 01:01:02 UTC 2025","passed","Tue Dec 23 01:01:02 UTC 2025","","","",""
"","40","renders a non sortable list for Zones","List","Tue Dec 23 00:56:49 UTC 2025","passed","Tue Dec 23 00:56:49 UTC 2025","","","",""
"","796","should call onSubmit with email address and password when login button clicked","LoginForm","Tue Dec 23 00:59:13 UTC 2025","passed","Tue Dec 23 00:59:14 UTC 2025","","","",""
"","77","copys children value to clipboard after clicking the copy btn","CodeController","Tue Dec 23 00:59:36 UTC 2025","passed","Tue Dec 23 00:59:36 UTC 2025","","","",""
"","113","temporarily displays the checkmark icon after clicking copy","ExploreTableDataCell","Tue Dec 23 00:59:10 UTC 2025","passed","Tue Dec 23 00:59:10 UTC 2025","","","",""
"","316","should display correctly","DeleteConfirmationDialog","Tue Dec 23 00:59:21 UTC 2025","passed","Tue Dec 23 00:59:21 UTC 2025","","","",""
"Test cases for TestCache_Set","0","TestCache_Set","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Set","TestCache_Set"
"Test cases for TestResources_ListADEntityLinkedGPOs","3","TestResources_ListADEntityLinkedGPOs","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADEntityLinkedGPOs","TestResources_ListADEntityLinkedGPOs"
"","0","returns false if value is 'string'","searchParams","Tue Dec 23 00:58:27 UTC 2025","passed","Tue Dec 23 00:58:27 UTC 2025","","isEmptyParam","",""
"","14","upon selecting just a destination node, updates the URL with a searchType of 'node' and secondarySearch of the node's objectid","usePathfindingSearch","Tue Dec 23 00:57:41 UTC 2025","passed","Tue Dec 23 00:57:41 UTC 2025","","","",""
"","455","should call onSubmit with one time passcode when check code button clicked","OneTimePasscodeForm","Tue Dec 23 00:59:06 UTC 2025","passed","Tue Dec 23 00:59:07 UTC 2025","","","",""
"","0","returns the difference between the node and the position","getNodeOffset","Tue Dec 23 01:01:02 UTC 2025","passed","Tue Dec 23 01:01:02 UTC 2025","","","",""
"","122","should have a disabled continue button","TagToZoneLabelDialog","Tue Dec 23 00:58:02 UTC 2025","passed","Tue Dec 23 00:58:02 UTC 2025","","","",""
"Test cases for TestBoolFromPtr","0","TestBoolFromPtr","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolFromPtr","TestBoolFromPtr"
"","218","should handle close event","TagToZoneLabelDialog","Tue Dec 23 00:58:02 UTC 2025","passed","Tue Dec 23 00:58:02 UTC 2025","","","",""
"Test cases for TestStringFrom","0","TestStringFrom","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestStringFrom","TestStringFrom"
"Test cases for TestGenerateQRCodeBase64","9","TestGenerateQRCodeBase64","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/auth/TestGenerateQRCodeBase64","TestGenerateQRCodeBase64"
"","810","clicking cancel on the form takes the user back to the details page the user was on previously","Rule Form","Tue Dec 23 00:56:10 UTC 2025","passed","Tue Dec 23 00:56:11 UTC 2025","","","",""
"","1063","should disable save button while input is empty","SaveQueryDialog","Tue Dec 23 00:55:53 UTC 2025","passed","Tue Dec 23 00:55:54 UTC 2025","","","",""
"","0","fails for password without uppercase letters","testPassword","Tue Dec 23 00:59:51 UTC 2025","passed","Tue Dec 23 00:59:51 UTC 2025","","","",""
"Test cases for Test_ParseGraphSortParameters_InvalidSortColumn","1","Test_ParseGraphSortParameters_InvalidSortColumn","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/Test_ParseGraphSortParameters_InvalidSortColumn","Test_ParseGraphSortParameters_InvalidSortColumn"
"","98","renders a button when actor is not BloodHoundString and note exists","NoteCell component","Tue Dec 23 00:58:36 UTC 2025","passed","Tue Dec 23 00:58:36 UTC 2025","","","",""
"Test cases for TestMatches_FailureModel","0","TestMatches_FailureModel","","Tue Dec 23 00:55:01 UTC 2025","passed","Tue Dec 23 00:55:01 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestMatches_FailureModel","TestMatches_FailureModel"
"Test cases for TestParseSkipQueryParameter_BadFormat","0","TestParseSkipQueryParameter_BadFormat","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestParseSkipQueryParameter_BadFormat","TestParseSkipQueryParameter_BadFormat"
"","10","disables the upload button and does not populate a table if the user lacks the permission","File Upload","Tue Dec 23 00:57:29 UTC 2025","passed","Tue Dec 23 00:57:29 UTC 2025","","","",""
"Test cases for Test_cacheQueryResult","0","Test_cacheQueryResult","","Tue Dec 23 00:55:02 UTC 2025","passed","Tue Dec 23 00:55:02 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_cacheQueryResult","Test_cacheQueryResult"
"","11","renders note content when currentNote is present","HistoryNotes Component","Tue Dec 23 00:59:35 UTC 2025","passed","Tue Dec 23 00:59:35 UTC 2025","","","",""
"Test cases for Test_hasCycle","2","Test_hasCycle","","Tue Dec 23 00:55:12 UTC 2025","passed","Tue Dec 23 00:55:12 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_hasCycle","Test_hasCycle"
"Test cases for TestPasswordValidator","0","TestPasswordValidator","","Tue Dec 23 00:55:08 UTC 2025","passed","Tue Dec 23 00:55:08 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestPasswordValidator","TestPasswordValidator"
"Test cases for TestGetADDataQualityStats_Success","0","TestGetADDataQualityStats_Success","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetADDataQualityStats_Success","TestGetADDataQualityStats_Success"
"","155","should redirect to nested /file-ingest route if user navigates to /","Administration","Tue Dec 23 01:00:47 UTC 2025","passed","Tue Dec 23 01:00:47 UTC 2025","","","",""
"","62","should render a label and version number when expanded","MainNav","Tue Dec 23 00:56:34 UTC 2025","passed","Tue Dec 23 00:56:34 UTC 2025","","","",""
"","128","calls onClick when toggle button clicked","EarlyAccessFeatureToggle","Tue Dec 23 01:00:54 UTC 2025","passed","Tue Dec 23 01:00:54 UTC 2025","","","",""
"","576","should render","ExploreTable","Tue Dec 23 00:55:47 UTC 2025","passed","Tue Dec 23 00:55:47 UTC 2025","","","",""
"Test cases for TestResources_ListCAPKIHierarchy","0","TestResources_ListCAPKIHierarchy","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListCAPKIHierarchy","TestResources_ListCAPKIHierarchy"
"Test cases for TestResources_ListAuditLogs_InvalidColumn","0","TestResources_ListAuditLogs_InvalidColumn","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidColumn","TestResources_ListAuditLogs_InvalidColumn"
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat","","Tue Dec 23 00:55:13 UTC 2025","passed","Tue Dec 23 00:55:13 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat","TestConcat"
"","298","Toggles node and edge labels on/off depending on their existing state","GraphControls","Tue Dec 23 00:56:31 UTC 2025","passed","Tue Dec 23 00:56:31 UTC 2025","","Toggling labels","",""
"Test cases for TestFeatureFlag_HA","305","TestFeatureFlag_HA","","Tue Dec 23 00:54:58 UTC 2025","passed","Tue Dec 23 00:54:58 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestFeatureFlag_HA","TestFeatureFlag_HA"
"","847","displays validation error messages when password does not meet requirements","PasswordDialog","Tue Dec 23 00:56:11 UTC 2025","passed","Tue Dec 23 00:56:12 UTC 2025","","","",""
"","238","Displays a notification when analysis has been requested successfully","AnalyzeNowConfiguration","Tue Dec 23 00:57:08 UTC 2025","passed","Tue Dec 23 00:57:08 UTC 2025","","","",""
"","317","Selecting an edge with a Computer target node that haslaps is enabled shows correct Windows Abuse text","EdgeInfoContent","Tue Dec 23 00:56:15 UTC 2025","passed","Tue Dec 23 00:56:15 UTC 2025","","","",""
"Test cases for TestLoginResource_Logout","7","TestLoginResource_Logout","","Tue Dec 23 00:55:29 UTC 2025","passed","Tue Dec 23 00:55:29 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestLoginResource_Logout","TestLoginResource_Logout"
"Test cases for TestGenerateRandomBase64String","0","TestGenerateRandomBase64String","","Tue Dec 23 00:54:57 UTC 2025","passed","Tue Dec 23 00:54:57 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestGenerateRandomBase64String","TestGenerateRandomBase64String"
"","2139","Clicking on a row causes row to be selected","ExploreTable","Tue Dec 23 00:55:54 UTC 2025","passed","Tue Dec 23 00:55:56 UTC 2025","","","",""
"","60","enables correctly returning the tag associated with Tier Zero (position value of 1) from the list of tags","the useAssetGroupTags utilities","Tue Dec 23 00:56:45 UTC 2025","passed","Tue Dec 23 00:56:45 UTC 2025","","","",""
"Test cases for TestFoldl","0","TestFoldl","","Tue Dec 23 00:55:13 UTC 2025","passed","Tue Dec 23 00:55:13 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFoldl","TestFoldl"
"","465","clears applied filters when clicking the Clear button","Privilege Zones History Filter Dialog","Tue Dec 23 00:57:36 UTC 2025","passed","Tue Dec 23 00:57:36 UTC 2025","","","",""
"","9","displays CaretDownOutline icon when the sortOrder is undefined","ColumnHeaders","Tue Dec 23 00:58:56 UTC 2025","passed","Tue Dec 23 00:58:56 UTC 2025","","SortableHeader","",""
"Test cases for TestIntIsZero","0","TestIntIsZero","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntIsZero","TestIntIsZero"
"Test cases for TestFloatEqual","0","TestFloatEqual","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestFloatEqual","TestFloatEqual"
"Test cases for TestParseUserIP_XForwardedFor_RemoteAddr","0","TestParseUserIP_XForwardedFor_RemoteAddr","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_XForwardedFor_RemoteAddr","TestParseUserIP_XForwardedFor_RemoteAddr"
"Test cases for TestRequiredValidator","0","TestRequiredValidator","","Tue Dec 23 00:55:08 UTC 2025","passed","Tue Dec 23 00:55:08 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/validation/TestRequiredValidator","TestRequiredValidator"
"","402","when a search result is clicked it calls `handleNodeSelected`","ExploreSearchCombobox","Tue Dec 23 00:56:58 UTC 2025","passed","Tue Dec 23 00:56:58 UTC 2025","","","",""
"Test cases for TestQueries_GetRequestedType","0","TestQueries_GetRequestedType","","Tue Dec 23 00:55:02 UTC 2025","passed","Tue Dec 23 00:55:02 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_GetRequestedType","TestQueries_GetRequestedType"
